raw_line,product_id,quantity
• 1 Reserveheft DIN A4 mit umlaufenden Rand,1059,1
• 1 Sammelmappe,0,0
• 1 Sammelmappe DINA3,0,0
• 1 Schnellhefter blau,1015,1
• 1 Schnellhefter dunkelgrün,1015,1
• 1 Schnellhefter lila,1055,1
• 1 Schnellhefter orange,1015,1
• 1 Schnellhefter rot,1016,1
"• 1 Schreibblock DINA4, Lineatur 2",1002,1
• 1 Schreibheft DIN A4 mit einseitigem Rand,1042,1
• 1 Schreibheft DIN A4 ohne Rand (Lineatur 4. Klasse),1002,1
• 1 Umschlag dunkelgrün,1022,1
• 1 einfacher 100er Malblock (DINA 4),0,0
• 1 großes Tischset (verbleibt vom Vorjahr in der Schule),0,0
• 2 Reservehefte DIN A4 ohne Rand (Lineatur 4. Klasse),1002,2
"• 2 Schreibhefte DINA4 , Lineatur 2",1002,2
• 2 durchsichtige Umschläge für die Arbeitshefte,0,0
• 3 Rechenhefte (Kleinkaro) DIN A4 mit umlaufenden Rand,1043,3
• 3 Schreibhefte DIN A4 ohne Rand (Lineatur 4. Klasse),1002,3
• Arbeitsheft: Welt der Zahl 4 (Bayern) – ISBN: 978-3-507-04714-3,0,0
• Blau: Mathe,1008,1
• Borsten- und Haarpinsel in unterschiedlichen Stärken,0,0
• Denken und Rechnen,1040,1
• Denken und Rechnen Trainingsheft,0,0
• Farbkasten (vorzugsweise Markenfabrikat),0,0
• Federmäppchen:,0,0
• Flex und Flora,0,0
• Folienstift non- permanent,0,0
"• Gelb: Musik/ Kunst ( verbleibt in der Schule vom Vorjahr, bitte nicht leeren)",1053,1
• Grün: Sachunterricht,1051,1
• Hausschuhe,0,0
"• Holz- und Filzstifte, Bleistift",0,0
• Kunstkiste (Schuhkarton):,1013,1
• Lies mal! Das Heft mit dem Küken,0,0
• Lies mal! Hefte 1 und 2 (Set),1034,2
• Malblock DINA3,1014,1
• Pink: Leistungsnachweise,0,0
• Postmappe,0,0
• Rot: Deutsch,1021,1
• Sammelmappe für Kunstbilder DIN A3,0,0
"• Schere, Dosenspitzer, Klebestift, Radiergummi, Lineal (ca. 17cm; kein",1036,1
• Schlampermäppchen:,0,0
"• Schwämmchen, Wasserbehälter, Deckweiß, Tuch, Malkittel",0,0
• Turnbeutel mit Sportzeug und Hallenschuhen (weiße Sohle),0,0
• Umschläge:    1x gelber Umschlag,0,0
• Umschläge:   1x dunkelblauer Umschlag,1061,1
• Wachsmalstifte,0,0
• Weiß: Religion,1024,1
• Zeichenblock DIN A3,1014,1
"•Alle Materialien können aus Klasse 1 aufgebraucht oder weiter verwendet werden, sofern sie",0,0
"•Bi%e beschri,en Sie alle Materialien (S4,e, Bücher, He,e…) mit Namen.",0,0
"•Bi%e halten Sie immer Ersatz an Bleis4,en, Radiergummis und Klebes4,en zu Hause bereit.",0,0
"•Bi%e nehmen Sie alle Beilagen aus den Büchern, versehen diese mit dem Namen und geben sie",0,0
"•Bi%e versehen Sie alle Bücher und Arbeitshe,e von außen in der oberen rechten Ecke mit dem",0,0
•Die CDs können zu Hause bleiben.,0,0
•Nur für neue Schülerinnen und Schüler: 2 Stehsammler,0,0
"✓ 1 Blanco Heft, DIN A4, Umschlag A4: gelb",1001,1
"✓ 1 Doppelheft DIN A4 (Lineatur 1, farbiger Hintergrund),     Umschlag: durchsichtig",1021,1
✓ 1 Dosenspitzer,0,0
✓ 1 Ersatzradiergummi,1006,1
✓ 1 Fineliner (grün),1022,1
"✓ 1 Geschichtenheft DIN A5 1G, quer",1026,1
"✓ 1 Heft DIN A4 kariert (Lineatur 7),   Umschlag: hellblau",0,0
"✓ 1 Heft DIN A4 liniert (Lineatur 1, farbiger Hintergrund),    Umschlag: dunkelgrün",0,0
"✓ 1 Heft DIN A5 kariert (Lineatur 7),   Umschlag: dunkelblau",0,0
"✓ 1 Heft Din A4 (ohne Lineatur), Umschlag: orange",1002,1
✓ 1 Lineal klein,1019,1
✓ 1 Malbecher (Marmeladenglas),0,0
✓ 1 Malkasten (12 Farben) (auf Qualität achten),1058,1
"✓ 1 Malkasten mit Deckweiß (12 Farben reichen völlig aus, bitte auf Qualität achten)",0,0
"✓ 1 Mallappen (kleines Tuch, Schwammtuch, o.ä.)",0,0
✓ 1 Malschwamm (Schwamm in der Dose),0,0
✓ 1 Radiergummi,1006,1
✓ 1 Sammelmappe DIN A4 (lila),0,0
✓ 1 Sammelmappe DIN A4 (rot),1049,1
✓ 1 Sammelmappe DIN A4 blau (WG),1050,1
✓ 1 Sammelmappe DIN A4 rot (Hausaufgabenmappe),1049,1
✓ 1 Schulschere (abgerundet),0,0
"✓ 1 Schulschere (abgerundet, für Links- bzw. Rechtshänder)",1036,1
"✓ 1 Scolaflex Tafel Nr. 2005/ Lineatur 1, karierte Rückseite (gerne gebraucht)",1034,1
"✓ 1 Wasserbehälter (auf Standfestigkeit achten, kein Glas)",0,0
✓ 1 Zeichenblock DIN A4,1021,1
✓ 1 saugfähiger Mallappen/ kleines Schwammtuch (in Tüte oder Dose),0,0
"✓ 1 schwarzer Filzstift (z.B. Stabilo Pen 68 – dicke, abgerundete Spitze)",0,0
✓ 12 gespitzte Holzmalstifte,0,0
✓ 2 Borstenpinsel (Stärke 6 und 12) und 2 Haarpinsel (Stärke 4 und 8),1010,2
"✓ 2 Hefte DIN A5 liniert (Lineatur 1, farbige Hintergründe), Umschläge: rot, orange",1034,2
"✓ 2 Klebestifte (nicht farbig, kein Flüssigkleber)",0,0
✓ 2 Klebestifte (weiß),1024,2
✓ 2 Radiergummis,0,0
✓ 2 Tafelstifte (weiß),1024,2
✓ 2 dünne Bleistifte HB (auf Qualität achten),0,0
"✓ 2 gespitzte Bleistifte (dreikantig, dünn, HB; bitte auf Qualität achten)",0,0
"✓ 2 karierte Hefte DIN A5, Lin 5 (5mm), ohne Rand, Umschläge A5: hellblau, dunkelblau",0,0
"✓ 3 Borstenpinsel (Nr. 3, Nr. 6 und Nr. 12)",1010,3
"✓ 3 linierte Hefte DIN A4, Lin 2, Kontrasthintergrund, Umschläge A4: rot, grün, lila",1044,3
"✓ 3 linierte Hefte DIN A5, Lin 2, Kontrasthintergrund, Umschläge A5: gelb, rot, orange",1035,3
"✓ 4 Schnellhefter DIN A4 (rot, dunkelblau, dunkelgrün, gelb)",1016,1
"✓ 4 Schnellhefter DIN A4 (rot, dunkelblau, dunkelgrün, gelb)",1015,1
"✓ 4 Schnellhefter DIN A4 (rot, dunkelblau, dunkelgrün, gelb)",1015,1
✓ Anoki Übungsheft. Richtig rechnen 1:   ISBN 978-3-12-162084-5,0,0
✓ Das Hausaufgabenheft wird von der Klassenlehrkraft besorgt.,0,0
✓ Die Auer Fibel/ Arbeitsheft 1 Druckschrift: ISBN 978-3-12-006685–9,0,0
✓ Die Auer Fibel/ Arbeitsheft 1: ISBN 978-3-12-006683–5   Umschlag: rosa DIN A4,1021,1
✓ Ersatzsocken,0,0
✓ Hallenturnschuhe (helle Sohle),0,0
✓ Hausschuhe (mit Namen beschriftet),0,0
"✓ Holzfarbstifte (gelb, orange, rot, hautfarben, hellblau, dunkelblau, lila, hellgrün, dunkelgrün, braun, schwarz)",1016,1
✓ Lies-Mal-Heft 1. Das Heft mit der Ente (DaZ):    ISBN 978-3-96081-224-1,1034,1
✓ Papiertaschentücher,0,0
✓ Richtig schreiben 2 Arbeitsheft ISBN 978-3-96081-132-9,0,0
"✓ Schnellhefter A4: rot, blau",1016,1
"✓ Schnellhefter A4: rot, blau",1015,1
✓ Sportkleidung,0,0
✓ Wachsmalkreiden,0,0
✓ Welt der Zahl 2 Arbeitsheft ISBN 978-3-14-106312-7,0,0
✓ Welt der Zahl/ Arbeitsheft 1: ISBN  978-3-14-106311-0,0,0
✓ Zahlenfuchs 2 ISBN 978-3-939965-34-3,0,0
✓ ab schulterlangem Haar: Haargummi,0,0
✓ ab schulterlangem Haar: Haargummis,0,0
✓ feste Hallenturnschuhe (helle Sohle),0,0
✓ wasserfeste Wachsmalkreiden (Jaxon),0,0
➢ 1 Lappen (zum Abtupfen der Pinsel),0,0
➢ 1 Packung Wachsmalkreiden,0,0
➢ 1 Schwämmchen,0,0
➢ 1 standfester Becher,0,0
"➢ Dosenspitzer, Klebestift, Schere, Filzstifte",0,0
"➢ Gespitzte Buntstifte, 2 Bleistifte, 1 Füller mit blauen Ersatzpatronen, 1",0,0
"➢ Haargummis, Pflaster zum Abkleben der Ohrringe",0,0
➢ Tonpapierblock,0,0
➢ aufgefüllter und sauberer Farbkasten mit Deckweiß,0,0
"➢ je 3 Haar- und Borstenpinsel (Nr. 4, Nr.8, Nr.12)",1010,1
" 1 DIN A4 Heft (doppelt), liniert, beidseitiger Rand    Umschlag dunkelgrün",1002,1
" 1 DIN A4 Heft (einfach), kariert, mit umlaufendem Rand",1059,1
 1 Eckspanner-/Sammelmappe DIN A4 (Hausaufgabenmappe) mit Dokumentenhülle,0,0
 1 Eckspanner-/Sammelmappe für Kunstbilder DIN A3,0,0
 1 Füller mit Ersatzpatronen (kein Tintenkiller),0,0
 1 Geodreieck,1011,1
 1 Hausaufgabenheft DIN A5 mit Tageseinteilung,1027,1
" 1 Kieserblock DIN A4, kariert (15C)",1001,1
" 1 Kieserblock DIN A4, liniert (03C)",1002,1
 1 Klebestift,0,0
 1 Radiergummi,1006,1
 1 Textmarker (gelb),1053,1
 1 blauer Schnellhefter mit 1 Klarsichthülle (gelocht) für das Deckblatt,0,0
" 1 dickeren, schwarzen Filzstift (z.B. Edding „3000“)",0,0
 1 dunkelgrüner Schnellhefter mit 1 Klarsichthülle (gelocht) für das Deckblatt,0,0
 1 gelber Schnellhefter mit 1 Klarsichthülle (gelocht) für das Deckblatt,0,0
" 1 kleines Lineal (15cm), 1 großes Lineal (30cm)",1038,1
 1 roter Schnellhefter mit 1 Klarsichthülle (gelocht) für das Deckblatt,0,0
 1 wasserlöslicher Folienstift (Stärke F) in schwarz oder blau,1023,1
 2 Bleistifte (HB),1004,2
" 2 DIN A4 Hefte (einfach), kariert, mit umlaufendem Rand (Lin 40)  Umschläge dunkelblau",0,0
" 2 DIN A4 Hefte (einfach), liniert, beidseitiger Rand",1002,2
 2 Klebestifte (kein Flüssigkleber oder Farbkleber),0,0
" 3 DIN A4 Hefte (einfach), liniert, beidseitiger Rand  Umschläge rot, weiß und transparent",1016,3
" Fineliner (schwarz, grün, dunkelblau und weitere selbst ausgesuchte Farben – außer rot)",1016,1
 Hausschuhe (mit Namen beschriftet),0,0
" Holzfarbstifte (gelb, orange, rot, hellblau, dunkelblau, rosa, lila, hellgrün, dunkelgrün, braun,",1016,1
 Kraut- und Rübenheft: 1 DIN A4 Heft kariert ohne Umschlag,0,0
 Schere (abgerundete Spitzen),0,0
" Schuhschachtel, die nicht höher als 12 cm ist (!), mit:",0,0
 Tintenpatronen,1008,1
" Turnbeutel (Namen!): Sportbekleidung, Turnschuhe mit heller Sohle, Haargummis (bei",0,0
 Zeichenblock DIN A3,1014,1
 kleiner Dosen(!)spitzer,0,0
 1 Anspitzer mit Behälter,0,0
 1 Block A4 und 1 Block A3 Tonpapier (bunt),1048,1
 1 Füller für Lernanfänger bzw. 1 Stabilo Rollpen,0,0
 1 Geschichtenheft Nr. 2G Din A5 mit durchsichtigem Umschlag,1025,1
 1 Malkittel (z. B. altes T-Shirt),0,0
 1 Sammelmappe A3 aus Pappe,0,0
 1 Schreibheft Nr.2 Din A5 mit rotem Umschlag,1035,1
 1 Wasserbehälter,0,0
 1 blau (Mathematik),1050,1
 1 gelb (Musik),1053,1
 1 große Büroklammer (für das Hausaufgabenheft),0,0
 1 grün (Sachunterricht),1051,1
 1 kurzes Lineal,1019,1
 1 neues Passfoto für den Geburtstagskalender,0,0
 2 Bleistifte,0,0
 2 Klebestifte (bitte keinen Flüssigkleber),0,0
 2 Mathehefte Nr. 7 Din A4 mit blauem Umschlag,1021,2
 2 Scheren (abgerundet),0,0
 2 Schreibhefte Nr.2 Din A4 mit rotem Umschlag,1042,2
 2x Hausschuhe,0,0
 Buntstifte und Filzstifte,0,0
 Farbkasten mit 12 Deckfarben und Pinseln (Borsten- und Haarpinsel),0,0
 Knete (6 Stangen im Plastikbehälter),0,0
 Radiergummi,1006,1
" Turnschuhe (helle Sohle), T-Shirt und kurze Hose im Turnbeutel",0,0
 Wachsmaler (besonders gut: Jaxonkreide),0,0
 1 DIN A3 Block,1014,1
 1 DIN A4 Heft  kariert,1001,1
 1 DIN-A3-Block,1014,1
 1 Heft DIN A4 (Lineatur 27),1044,1
 1 Heft DIN A4 (Lineatur 27)  (= 1 Schul-,1044,1
 1 Lappen,0,0
 1 Schnellhefter,1015,1
 1 Schnellhefter (für Arbeitsblätter),1015,1
 1 Schnellhefter DIN A 4 mit linierten,0,0
 1 Schnellhefter für Klassenarbeiten mit,1015,1
 1 Schnellhefter mit 15 blanko DIN A4,1015,1
 1 Schnellhefter mit 15 blanko DIN-A4-,1015,1
 1 Wasserbehälter,0,0
 1 Wasserfarbenkasten bevorzugt  von,0,0
 1 dünnes Ringbuch oder ein,0,0
 10 Klarsichthüllen,0,0
 10 karierten Blättern,1013,10
 2 Schnellhefter DIN A 4 mit linierten,0,0
 2-3 Bleistifte in verschiedenen Stärken,0,0
 2-Ring-Ordner,0,0
 20 Blatt kariertem Papier abgeheftet,1013,20
 20 karierten Blättern,1013,20
 ALLES mit NAMEN BESCHRIFTEN,0,0
" Borstenpinsel  Gr. 1, 2, 6, 8, 16 +",1010,1
 Collegeblock kariert,1013,1
 DIN A4 Blätter kariert,1001,1
 DIN A4 Doppelheft kariert,1001,1
 DIN A4 Heft Nr. 28 kariert (ohne,1045,1
 DIN A4 Heft kariert (ohne Umschlag!),1001,1
 DIN A4 Heft kariert mit Rand,1043,1
 DIN A4 Heft liniert,1002,1
 DIN A4 Heft liniert mit,1042,1
 DIN A4 Heft liniert mit Doppelr,1042,1
 DIN A4 Heft liniert mit Doppelrand,1044,1
 DIN A4 Heft liniert mit Rand  (Lineatur,1042,1
 DIN A4 Heft liniert mit Rand (Lineatur,1042,1
 DIN A4 Schellhefter,1001,1
 DIN A4 Schellhefter orange,1022,1
 DIN A4 Vokabelheft mit 3 Spalten !!!,1042,1
 DIN A4 Vokabelheft mit 3 Spalten mit,1042,1
 DIN-A4-Blätter kariert,1001,1
 Din A4 Heft kariert mit Rand,1043,1
 Evtl. ein Malhemd,0,0
 Geo-Dreieck,0,0
 Geo-Dreieck (s. u.),0,0
 Geodreieck,1011,1
 Hallenschuhe im Sommer Schuhe fürs,0,0
 Hallenschuhe und Schuhe fürs Stadion,0,0
 Heft kariert mit  Rand,1041,1
 Heft kariert mit Rand,1041,1
 Heft oder Ordner (nicht Schnellhefter!),0,0
 Hefter DIN A4 für,1001,1
 Hefter DIN A4 für Klassenarbeiten,1015,1
 Karierte Blätter,1013,1
 Karoblätter,1013,1
 Leitz Ordner 5 cm breit,0,0
 Mappe für fertige Kunstwerke,0,0
" Minenbleistifte 3er Set: Stärke 0,35,",0,0
" Minenbleistifte 3er Set: Stärke 0,35;",0,0
 Ordner dünn bzw. schmal mit 2 Ringen,0,0
 Pappschnellhefter mit,0,0
 Pappschnellhefter oder,0,0
 Parabelschablone,0,0
 Regelheft kann vom Vorjahr,0,0
 Ringbuch 2fach gelocht dünn mit,0,0
 Ringbuchordner,0,0
 Ringbuchordner 2fach gelocht dünn,0,0
 Schnellhefter,1015,1
 Schnellhefter DIN A4 für,1015,1
 Schnellhefter mit,1015,1
 Schnellhefter mit 10 karierten oder,0,0
 Schnellhefter oder Ordner,1015,1
 Schnellhefter oder ein Heft Din A4,1015,1
" Schnellhefter, Farbe lila oder nach",1055,1
" Schwarze Filzstifte (einer dick, einer",0,0
 Vokabelheft DIN A5,1003,1
 Vokabelheft DIN A5  oder  DIN A4,1057,1
 Vokabelheft DIN A5 oder,1003,1
 Zirkel,1012,1
 dünner Ringbuchordner,0,0
 einige Klarsichthüllen,0,0
 einige karierte Blätter,1013,1
 karierte Blätter,1013,1
 karierte Blätter mit Rand,1013,1
 kariertes Papier,1013,1
 kariertes Papier mit Rand,1041,1
" 1 Eckspanner, gelb (Postmappe)",1053,1
" 1 Folienstift, wasserlöslich Gr. M - non permanent",0,0
 1 Schreibheft Lineatur Nr. 2,1035,1
 1 Tuch fürs Vesper,0,0
 1 brauner Schnellhefter (Beschriftung: Religion),0,0
 1 dunkelblauer Schnellhefter (Beschriftung: Sachunterricht),0,0
 1 grüner Schnellhefter (Beschriftung: Mathe),0,0
 1 kariertes Heft Lineatur 07 (große Karos),0,0
 1 lilafarbener Schnellhefter (Beschriftung: Musik),0,0
 1 orangefarbener Schnellhefter (Beschriftung: Wörter der Woche),0,0
 1 roter Schnellhefter (Beschriftung: Deutsch),0,0
 1 schwarzer Schnellhefter (Beschriftung: Medien),0,0
 1x Deckfarbkasten mit 24 Farben,1058,1
 1x Geschichtenheft DIN A4 Lineatur 2G (z.B. von Oxford),1002,1
 1x Hausschuhe für die Klasse,0,0
 1x Malblock DIN A4,1001,1
 1x Malkittel/altes T-Shirt,0,0
 1x Rechenheft DIN A4 Lineatur 7,0,0
 1x Sammelmappe DIN A3 (vorhandenen wieder mitgeben),0,0
" 1x Sportbeutel mit: Sporthose, T-Shirt und Turnschuhen (bitte keine",0,0
 1x Wasserbecher/Wasserbox,0,0
 1x Zeichenblock DIN A3,1014,1
 1x alter Lappen zum Abtrocknen des Wasserbechers,0,0
 1x Ölpastellkreide 12er Set (z.B. von Jaxon),0,0
 2 Schreibhefte Lineatur Nr. 2,1035,2
 2 dünne Bleistifte,0,0
 3x Schreibheft DIN A4 Lineatur 2,1002,3
 Das Hausaufgabenheft der Schule  muss für 6€ erworben  werden.,0,0
 Die Umschläge und Ordner für die einzelnen Fächer s ollen die Farben wie in der,0,0
 Die Umschläge und Ordner für die einzelnen Fächer sollen die Farben wie in der,0,0
 Dosenspitzer,0,0
 Elternpostmappe:,0,0
 Hausschuhe,0,0
 In allen Fächern werden die folgenden Materialien benötigt:,0,0
 Kieser-Schreibblock Lineatur 2,1002,1
 Klebestift,0,0
 Mäppchen mit:,0,0
 Oldenbourg Schulbuchverlag: Deutsch-Stars 3/4 Lesetraining für …,0,0
 Pinsel: Borsten- und Haarpinsel in verschiedenen Größen,1047,1
 Radiergummi,1006,1
" Schere, die gut schneidet",0,0
" Schnellhefter in folgenden Farben: rot (Deutsch), blau (Mathe), grün (Sachunterricht),",1016,1
" Schnellhefter in folgenden Farben: rot (Deutsch), blau (Mathe), grün (Sachunterricht),",1015,1
" Schnellhefter in folgenden Farben: rot (Deutsch), blau (Mathe), grün (Sachunterricht),",1017,1
 Schroedel-Verlag: Welt der Zahl 3. Arbeitsheft (Ausgabe 2022 Bayern),0,0
" Sportausstattung (Turnschuhe, T-Shirt, Socken, evtl. Haargummi)",0,0
 Wachsmalstifte,0,0
 Westermann: Zauberlehrling Richtig schreiben 3 Schulausgangsschrift (Ausgabe 2014,1002,1
" Zeichenblock DIN A3, Wasserfarben, Haar- und Borstenpinsel",1014,1
 gelber Eckspanner (Postmappe),1053,1
 1x Bastelschere (spitz),1020,1
 1x Dosenspitzer,0,0
 1x Folienstift non-permanent,0,0
 1x Lineal 15 cm,1019,1
 1x Radiergummi,1006,1
 1x Textmarker oder Textmarker-Buntstift (Farbe egal),0,0
 3x Bleistift,1004,3
 3x Klebestift,0,0
 Buntstifte in 12 Farben,1005,1
 Hausaufgabenheft besorgen wir als Sammelbestellung!,0,0
