"raw_line","product","amount"
"kleines Lineal 1 Radiergummi 1 Geodreieck Fineliner schwarz und 2 weitere","1044","1"
"Farben alles außer rot 1 wasserlöslicher Folienstift Stärke F blau oder","0","0"
"schwarz 1 Textmarker egal welche Farbe 1 Zirkel","0","0"
"Schlampermäppchen","0","0"
"Dosenspitzer Klebestift Schere Filzstifte","0","0"
"Bitte beschrifte mit deinen Eltern alle deine Sachen mit deinem Vor Nachnamen und","0","0"
"deiner Klasse Außerdem wäre es sehr hilfreich die Hefte bereits mit den entsprechenden DIN A4","1031","1"
"Umschlägen einzubinden","0","0"
"Wir freuen uns auf das kommende Schuljahr mit dir und wünschen dir und deiner Familie","0","0"
"schöne Ferien","0","0"
"Deine Lehrerinnen","0","0"
"Bitte wenden","0","0"
"Materialliste Klasse 1 für das Schuljahr 2026 2027","1070","1"
"bald ist es soweit Ihre Kinder werden eingeschult Damit der Schulstart gelingt und alle Kinder","1002","1"
"sofort gut mitarbeiten können müssten Sie noch folgende Materialien bis zum Schulstart","0","0"
"besorgen","0","0"
"Flex und Flora","0","0"
"Paket Deutsch 1 in Grundschrift","0","0"
"Diesterweg Verlag ISBN 978 3 14 104011 1 27 25","0","0"
"Lies mal Das Heft mit dem Küken DIN A4","1031","1"
"Jandorf Verlag Best Nr 1002 ISBN 978 3 939965 70 1 3 90","0","0"
"Lies mal Hefte Lineatur 1 und 2 Set DIN A4","0","0"
"Vom Wort zum Text Anfangslesen","0","0"
"Jandorf Verlag Best Nr 1006 ISBN 978 3 939965 74 9 5 60","0","0"
"Denken und Rechnen","0","0"
"Arbeitsheft Lineatur 1 DIN A4","1002","1"
"Westermann Verlag ISBN 978 3 14 105611 2 9 95","0","0"
"Schülerbuch 1","0","0"
"Westermann Verlag ISBN 978 3 14 105601 3 22 95","0","0"
"Denken und Rechnen Trainingsheft DIN A4","1002","1"
"Westermann Verlag ISBN 978 3 14 105591 7 7 95","0","0"
"Weitere Materialien","0","0"
"1 Schreibheft DIN A5 quer Lineatur 0","1033","1"
"1 Rechenheft DIN A5 Nr Lineatur 7","0","0"
"2 Geschichtenhefte DIN A5 quer","1003","2"
"6 Schnellhefter DIN A4 aus Pappe in rot blau grün weiß orange schwarz","1016","6"
"1 Eckspannmappe Postmappe möglichst gelb","1053","1"
"1 Ordner DIN A4 dick mit 6 teiligem Farbregister","1072","1"
"1 dicker Schreiblernstift z B Triplus Lamy","0","0"
"2 dünne Bleistifte weich HB","0","0"
"6 dicke Buntstifte z B Kiddi Elefant oder Lyra am besten bruchsicher","0","0"
"1 Textmarker gelb","0","0"
"1 Folienstift schwarz wasserlöslich","0","0"
"1 Malblock DIN A4","1001","1"
"1 Anspitzer mit Dose doppelt für dünne und dicke Stifte","1018","1"
"1 Radiergummi","1006","1"
"1 Klebestift z B Pritt Tesa Kein Flüssigkleber","0","0"
"1 gute Bastelschere","1020","1"
"1 Lineal ca 16cm","1038","1"
"1 Deckfarbenkasten guter Qualität mit 12 Farben Pelikan","0","0"
"3 Borstenpinsel Nummer 6 12 18","1010","3"
"1 Lappen","0","0"
"1 Wasserbecher","1094","1"
"1 Malkittel altes Hemd o Ä","0","0"
"1 Sammelmappe DIN A3","1096","1"
"1 Zeichenblock DIN A3","1014","1"
"1 Paar Hausschuhe","0","0"
"Sportzeug","0","0"
"o Sportshirt Sporthose möglichst hochwertige Turnschuhe mit heller Sohle","0","0"
"Sie können auch noch vorhandene Schläppchen weiter benutzen Bei Neukauf bitte feste","0","0"
"Turnschuhe kaufen","0","0"
"Eckspannmappe Bitte versehen Sie alle Sachen auch Stifte Anspitzer Mappen Sportschuhe mit dem","0","0"
"Namen Ihres Kindes","0","0"
"Viele Sachen werden gleich zu Anfang eingesammelt und bleiben in der Schule","0","0"
"Kaufen Sie bitte gute Markenprodukte da Qualitätsunterschiede deutlich zu merken sind Dies","0","0"
"ist erfolgversprechender für Ihre Kinder und letztendlich kaufen Sie dadurch auch günstiger","0","0"
"Da es uns ein wichtiges Anliegen ist das Umweltbewusstsein unserer Kinder zu fördern möchten","0","0"
"wir Sie bitten möglichst umweltfreundliche Produkte für den täglichen Schulbedarf zu kaufen","0","0"
"Auch das Frühstück lässt sich in wiederverwendbare Behälter einpacken","0","0"
"Wir freuen uns auf eine gute Zusammenarbeit","0","0"
"Materialliste 5 Klasse","0","0"
"Sehr geehrte Eltern","0","0"
"anbei die Materialliste die bis zur 2 Schulwoche besorgt werden sollten Am ersten Schultag benötigt Ihr","0","0"
"Kind lediglich ein Mäppchen und einen Block","0","0"
"Umschlagfarbe Heft Schnellhefter Arbeitsheft sonstige Materialien DIN A4","1015","1"
"Für alle Klassen Füller Lineal Bleistift Farbstifte Kleber Schere","1031","1"
"Biologie dunkelgrün DIN A4 kariert","1001","1"
"mit Rand","1037","1"
"Deutsch rot","1002","1"
"2 x DIN A4","1001","2"
"liniert mit","1031","1"
"weißem Rand","1037","1"
"ja Deutschbuch","0","0"
"Arbeitsheft DIN A4","1001","1"
"Englisch hellblau 2 x DIN A4","1060","2"
"liniert mit Rand ja Workbook","1037","1"
"Go Ahead Vokabelheft DIN A5 Lineatur 2 Spalten","1035","1"
"Geographie braun DIN A4 kariert","1001","1"
"mit Rand ja Diercke 2 Weltatlas","0","0"
"IT schwarz ja","1054","1"
"Mathematik orange","1001","1"
"kariert mit","1013","1"
"Rand","1001","1"
"Mathe heute","0","0"
"Arbeitsheft Taschenrechner ab Lineatur 9 Klasse DIN A4","1044","1"
"Musik grau","1079","1"
"Notenheft DIN DIN A4","1079","1"
"Heft DIN A4","1001","1"
"liniert","1002","1"
"Religion ev lila DIN A4 kariert","1001","1"
"ja ab Klasse","1044","1"
"Lutherbibel","0","0"
"Religion rk lila DIN A4 kariert","1001","1"
"ja Herlitz DIN A4","1001","1"
"Flat File","0","0"
"Bibel Einheitsübersetzung 2016","0","0"
"Sport Hallenschuhe Sporthose und","0","0"
"T Shirt","0","0"
"Materialliste Klasse 5","0","0"
"Fach Deutsch","1002","1"
"2 Hefte Nr Lineatur 25 DIN A5","0","0"
"1 roter Umschlag DIN A4","1021","1"
"1 Collegeblock Lineatur 27","1044","1"
"Fach Englisch","0","0"
"1 Heft Nr Lineatur 25 DIN A5","0","0"
"1 gelber Umschlag DIN A4","1021","1"
"1 Vokabelheft DIN A5","1003","1"
"Fach Mathematik","1001","1"
"1 Heft Nr Lineatur 28 DIN A4","0","0"
"1 Blauer Umschlag DIN A4","1021","1"
"1 Collegeblock Lineatur 28","1002","1"
"Schnellhefter DIN A4","1015","1"
"1 x rot für Deutsch","1002","1"
"1 x gelb für Englisch","1081","1"
"1 x blau für Mathe","1015","1"
"1 x braun für Geschichte","0","0"
"1 x hellblau für Erdkunde","0","0"
"1 x grün für Biologie","1017","1"
"1 x orange für Werte und Normen","0","0"
"1 x schwarz für Physik","1054","1"
"1 x lila für Chemie","1055","1"
"1 x weiß für Musik","1079","1"
"1 Paket Buntstifte 10 12 Farben","1005","1"
"2 Bleistifte","1018","2"
"1 Anspitzer","1018","1"
"1 Lineal","1019","1"
"1 Klebestift","1066","1"
"1 Schere","0","0"
"1 Schulfüller","0","0"
"1 Fineliner schwarz","1068","1"
"1 x Kopfhörer die in der Schule bleiben können für das IPad","0","0"
"1 Zeichenblock DIN A4","1032","1"
"1 Sammelmappe DIN A3","1096","1"
"1 Zeichenblock DIN A3","1014","1"
"1 Tuschkasten mit 12 Deckfarben und 1 2 Tuben Deckweiß","1009","1"
"2 Borstenpinsel Nr 4 8","1010","2"
"1 Schuhkarton","0","0"
"Bitte denken Sie daran","0","0"
"dass auf ALLEN Dingen der NAME Ihres Kindes steht","0","0"
"Bitte überprüfen Sie die vorhandenen Materialien auf Vollständigkeit Alle gut","0","0"
"erhaltenen Materialien aus der 1 Klasse können weiter genutzt werden auch die","0","0"
"Hefte DIN A4","1001","1"
"Federtasche","0","0"
"12 Buntstifte","1005","12"
"Anspitzer für 2 Stiftgrößen mit Behälter","0","0"
"kurzes durchsichtiges Lineal","1031","1"
"30 cm langes durchsichtiges Lineal","1031","30"
"blauer Tintenroller zum Radieren z B Frixion Ball","0","0"
"Textmarker gelb radierbar z B PILOT Frixion","0","0"
"schwarzer Filzstift Stabilo pen 68","0","0"
"Hefte o ä DIN A4","1001","1"
"2 Schreibhefte DIN A5 Lineatur 1","1034","2"
"Schreibblock DIN A4 Lineatur 2 z B Kieser Block 02","1042","1"
"Papp","0","0"
"1 Eckspannmappe Postmappe mit Gummizug DIN A4","1049","1"
"1 rot Deutsch mit Klarsichthülle darin","0","0"
"1 blau Mathematik mit Klarsichthülle darin","0","0"
"1 grün Sachunterricht mit Klarsichthülle darin","0","0"
"1 gelb Musik mit Klarsichthülle darin","0","0"
"1 lila Religion mit Klarsichthülle darin","0","0"
"Deckfarbkasten 12 Farben gern Pelikan leere Farben auffüllen","1009","1"
"2 Klebestifte ohne Glitzer und Farbe","0","0"
"Sammelmappe DIN A3 ausgeleert","1096","1"
"Ölkreiden 12 Farben z B Jaxon","0","0"
"Borstenpinsel 4 8 18","1010","1"
"Wasserbehälter kein Glas","0","0"
"Kittel z B altes Hemd","0","0"
"Turnschuhe helle Sohle","0","0"
"Turnhose","0","0"
"Trinkflasche und Brotdose","0","0"
"Am 1 Schultag nach den","0","0"
"Ferien bitte das Zeugnis","0","0"
"unterschrieben","0","0"
"mitbringen","0","0"
"Herzog Christian Grundschule","0","0"
"Schuljahr 2024 2025","0","0"
"Materialien Materialien","0","0"
"8 Schreibhefte DIN A4 Lineatur 2 7 Umschläge gelb Deutsch orange Merkheft","1002","8"
"rot Diktat grün Sachunterricht weiß Religion grau Freies Schreiben lila Lernwörter","0","0"
"3 Rechenhefte DIN A4 Lineatur 28 mit zwei Rändern pro Seite 1 Umschlag blau","1045","3"
"7 Schnellhefter gelb Deutsch blau Mathe grün Sachunterricht weiß Religion schwarz DIN A4","0","0"
"Musik rot Tests orange Freiarbeit","0","0"
"1 Kieserblock Lineatur 2","1002","1"
"1 DIN A4 Ordner mit 2 Ringen zum Verbleib zuhause mit buntem Register 5 oder 6 teilig","1072","1"
"2 Eckspannmappen DIN A4 Postmappe Sammelmappe","1053","2"
"1 Farbkasten mit 12 Deckfarben und Deckweiß bitte säubern und au üllen","1097","1"
"1 Wasserbehälter","0","0"
"1 Putzlappen zum Trocknen des Wasserbehälters und der Pinsel","0","0"
"1 Malkittel altes T Shirt altes Hemd","0","0"
"3 Borstenpinsel Nr 4 8 12","1010","3"
"3 Haarpinsel Nr 4 6 10","1047","3"
"1 Malblock DIN A4","1001","1"
"Wachsmalstifte","1067","1"
"1 Sammelmappe DIN A3 für Bilder","1096","1"
"1 großes Lineal","1019","1"
"1 Kopfhörer mit Bügel Over Ear","0","0"
"Mäppchen mit folgendem Inhalt Mäppchen mit folgendem Inhalt","0","0"
"1 kleines Lineal 15 cm","1091","1"
"Holzstifte","0","0"
"Schlampermäppchen mit folgendem Inhalt Schlampermäppchen mit folgendem Inhalt","0","0"
"1 Bastelschere mit Spitze","1020","1"
"2 Klebestifte 40g farblos Uhu oder Pritt","0","0"
"1 wasserlöslicher dünner Folienstift","0","0"
"1 Spitzer mit Au angdose","1065","1"
"Filzstifte","1032","1"
"Turnbeutel beschriftet mit folgendem Inhalt Turnbeutel beschriftet mit folgendem Inhalt","0","0"
"Turnhose und T Shirt","0","0"
"Turnschuhe mit heller Sohle","0","0"
"Beschriftungen Beschriftungen","0","0"
"Versehen Sie bitte ALLE ALLE Materialien","0","0"
"auch jeden Stift Pinsel sowie die","0","0"
"Turnsachen mit dem Namen Ihres Namen Ihres","0","0"
"Kindes Kindes in gut leserlichen","0","0"
"Druckbuchstaben","0","0"
"Beschriften Sie die Arbeitsbücher","1083","1"
"bitte auf dem Namensfeld falls","0","0"
"vorhanden oder auf der Vorderseite","0","0"
"rechts oben um beim Austeilen ein","0","0"
"schnelles Zuordnen zu ermöglichen","0","0"
"Vielen Dank Vielen Dank","0","0"
"Diese Materialien müssen falls noch nicht vorhanden von allen Eltern besorgt werden","0","0"
"Bitte geben Sie Ihrem Kind in den ersten zwei Wochen nach den Sommerferien 10 10","0","0"
"für Arbeitsmaterialien und das gemeinsame Hausaufga benheft für Arbeitsmaterialien und das gemeinsame Hausaufgabenheft wird von der DIN A4","1054","1"
"Schule angescha t mit Danke","0","0"
"Die Anscha ung eines Füllers Füllers werden wir am 1 Elternabend im neuen Schuljahr thematisieren","0","0"
"Klasse 2 Materialliste für das Schuljahr 2025 2026","1070","1"
"die Kinder können und sollten die Materialien aus dem 1 Schuljahr weiter benutzen","0","0"
"Nur da wo etwas fehlt oder nicht mehr funktionsfähig ist sollten Sie bitte nachbessern","0","0"
"bzw auffüllen Bitte beschriften Sie alle Teile mit dem Namen Ihres Kindes","0","0"
"Federtasche gefüllt 2 dicke Jumbo Bleistifte","0","0"
"6 dicke Jumbo Buntstifte in gelb rot blau grün braun schwarz","0","0"
"1 Lineal circa 15 20 cm","1091","1"
"1 Textmarker z B gelb","0","0"
"4 Fineliner in rot blau grün schwarz","1038","4"
"Schlampermäppchen gefüllt 1 Bastelschere spitz","0","0"
"2 Klebestifte","0","0"
"1 Anspitzer mit Auffangbehälter","1018","1"
"1 Marken Deckfarbenkasten 12 Farben","0","0"
"8 Wachsmalstifte","1067","8"
"3 Borstenpinsel 4 8 12","1010","3"
"1 Malkittel z B altes Oberhemd großes T Shirt","0","0"
"1 kleiner Lappen oder Schwamm","0","0"
"1 Malblock DIN A3","1014","1"
"6 Papp Schnellhefter in rot grün blau gelb lila weiß DIN A4","1016","6"
"2 Eckspannmappe Einlegemappen 1x Postmappe 1x Farbe nach Wahl","0","0"
"1 Blanko Block DIN A4 bitte gelocht","1057","1"
"1Schreibheft DIN A5 Lineatur 2","1035","1"
"Sportbeutel gefüllt Hallenturnschuhe im Sommer auch Outdoor Sportschuhe","0","0"
"Turnhose Radler","0","0"
"ein Paar Ersatz Socken","0","0"
"3 Haargummis bei langen Haaren","0","0"
"Bitte denken Sie daran auch die Arbeitsmittel der Schulbuchliste rechtzeitig zu","0","0"
"bestellen Der Schulplaner Hausaufgabenheft wird von der GS Bakede DIN A4","1031","1"
"beschafft siehe Schulbuchliste","0","0"
"Versehen Sie ebenso alle Arbeitshefte auf dem Umschlag vorn mit dem Namen DIN A4","1021","1"
"Ihres Kindes","0","0"
"Materialliste für die 2 Klasse Schuljahr 2025 26","0","0"
"Bi e beschri en Sie alle Materialien S4 e Bücher He e mit Namen","0","0"
"Bi e versehen Sie alle Bücher und Arbeitshe e von außen in der oberen rechten Ecke mit dem","0","0"
"Namen","0","0"
"Bi e nehmen Sie alle Beilagen aus den Büchern versehen diese mit dem Namen und geben sie","0","0"
"in einer Klarsichthülle mit in die Schule","0","0"
"Die CDs können zu Hause bleiben","0","0"
"Bi e halten Sie immer Ersatz an Bleis4 en Radiergummis und Klebes4 en zu Hause bereit","0","0"
"Alle Materialien können aus Klasse 1 aufgebraucht oder weiter verwendet werden sofern sie","0","0"
"noch in Ordnung sind","0","0"
"Nur für neue Schülerinnen und Schüler 2 Stehsammler","0","0"
"Anzahl Material Größe Umschlag Verwendungszweck DIN A4","1060","1"
"1 Schreibhe mit Kontrastlineatur 2 DIN A4 rot Deutschhe","1042","1"
"1 Schreibhe mit Kontrastlineatur 2 DIN A4 Ersatzhe","1042","1"
"1 Schreibhe mit Kontrastlineatur 2 DIN A4 gelb Hausaufgaben und","1042","1"
"Mi eilungshe","0","0"
"1 Rechenhe mit Lineatur 7 DIN A4 blau Mathehe","1031","1"
"1 Rechenhe mit Lineatur 7 DIN A4 Ersatzhe","1031","1"
"1 Arbeitsblock mit Kontrastlineatur 2 liniert","1035","1"
"und gelocht","0","0"
"DIN A4 Schreibblock","1001","1"
"1 Sammelmappe Eckspanner DIN A4 Postmappe","0","0"
"1 Schnellhe er DIN A4 rot Deutsch","1002","1"
"1 Schnellhe er DIN A4 blau Mathe","1015","1"
"1 Schnellhe er DIN A4 grün Sachunterricht","1017","1"
"1 Schnellhe er DIN A4 weiß Musik","1079","1"
"1 Schnellhe er DIN A4 schwarz Religion Ethik","1054","1"
"2 Bleis4 e","0","0"
"10 12 Holzbunts4 e","0","0"
"1 Lineal ca 16 cm lang nicht biegsam","1038","1"
"1 Foliens4 non permanent","0","0"
"Bastelmäppchen","0","0"
"1 Dosenspitzer für dicke und dünne S4 e","0","0"
"2 Klebes4 e","0","0"
"Filzs4 e","0","0"
"Wachsmals4 e","0","0"
"1 Farbkasten","0","0"
"3 Borstenpinsel dünn mi el dick","1010","3"
"1 kleiner Schwamm","0","0"
"1 Wasserbehälter mit Deckel","0","0"
"1 Malki el oder altes T Shirt Hemd","0","0"
"Knete","0","0"
"Seitenmarker Ha no4zze el klein","0","0"
"Turnbeutel mit Turnschuhen Turnhosen und T Shirt","0","0"
"1 Paar dicke Socken für die Bücherei","0","0"
"1 Paar Kopbörer mit Klinkenstecker","1037","1"
"5 Kopierpapier bi e im Umschlag mit Namen DIN A4","1021","5"
"beschri et abgeben","0","0"
"Schuljahr 2026 2027","1070","1"
"Schnellhefter Bitte heften Sie in jeden Schnellhefter eine Klarsichthülle DIN A4","1017","1"
"rot Deutsch","1002","1"
"blau Mathe","0","0"
"grün Sachunterricht","0","0"
"gelb Musik Kunst verbleibt in der Schule vom Vorjahr bitte nicht leeren","0","0"
"weiß Religion","0","0"
"Pink Leistungsnachweise","0","0"
"Eckspannmappe Postmappe","1049","1"
"Hefte Blöcke DIN A4","1001","1"
"1 einfacher 100er Malblock DIN A4","1061","1"
"2 Schreibhefte DIN A4 Lineatur 2","1002","2"
"1 Schreibblock DIN A4 Lineatur 2","1002","1"
"1 Rechenheft DIN A4 Lineatur 26","0","0"
"Mäppchen","0","0"
"Auf Vollständigkeit überprüfen und ggf ergänzen","0","0"
"Holz und Filzstifte Bleistift","1032","1"
"Schere Dosenspitzer Klebestift Radiergummi Lineal ca 17cm kein","1038","1"
"Geodreieck","1011","1"
"Folienstift non permanent","0","0"
"Bastelsachen Kunstunterricht","1009","1"
"Malblock DIN A3","1014","1"
"Farbkasten vorzugsweise Markenfabrikat","0","0"
"Schwämmchen Wasserbehälter Deckweiß Tuch Malkittel","0","0"
"Borsten und Haarpinsel in unterschiedlichen Stärken","0","0"
"Wachsmalstifte","1067","1"
"1 großes Tischset verbleibt vom Vorjahr in der Schule","0","0"
"1 Sammelmappe DIN A3","1096","1"
"1 Schnellhefter Stehordner und 1 Ablagefach verbleiben vom Vorjahr in der Schule DIN A4","1016","1"
"Turnbeutel mit Turnkleidung","0","0"
"Bitte versehen Sie alle Materialien mit dem Namen Ihres Kindes","0","0"
